日期,身份別,多方交易口數,多方交易契約金額(百萬元),空方交易口數,空方交易契約金額(百萬元),多空交易口數淨額,多空交易契約金額淨額(百萬元),多方未平倉口數,多方未平倉契約金額(百萬元),空方未平倉口數,空方未平倉契約金額(百萬元),多空未平倉口數淨額,多空未平倉契約金額淨額(百萬元)
2014/8/20,投信,3350,3063,3249,2503,101,560,5167,5797,2473,1501,2694,4296
2014/8/20,外資及陸資,84435,66372,72520,59035,11915,7337,238492,69855,287954,80816,-49462,-10961
2014/8/21,自營商,267570,37410,249614,35466,17956,1944,197883,24318,387654,27974,-189771,-3656
2014/8/21,投信,365,417,283,480,82,-63,5197,5603,2421,1382,2776,4221
2014/8/21,外資及陸資,76274,51953,93130,60331,-16856,-8378,246865,70433,312634,89794,-65769,-19361
2014/8/22,自營商,390843,49233,360923,51290,29920,-2057,248340,25544,408058,31504,-159718,-5960
2014/8/22,投信,489,810,209,377,280,433,5457,6101,2401,1383,3056,4718
2014/8/22,外資及陸資,113232,70983,102037,57803,11195,13180,273154,87295,328697,93353,-55543,-6058
2014/8/25,自營商,185317,24782,182766,22550,2551,2232,262711,27327,419923,31103,-157212,-3776
2014/8/25,投信,356,661,24,35,332,626,5672,6509,2284,1157,3388,5352
2014/8/25,外資及陸資,39273,30798,49197,39347,-9924,-8549,274227,87952,339554,102542,-65327,-14590
2014/8/26,自營商,184873,25062,212184,26050,-27311,-988,271827,30271,456380,35111,-184553,-4840
2014/8/26,投信,142,222,387,118,-245,104,5428,6615,2285,1160,3143,5454
2014/8/26,外資及陸資,48015,30564,46649,33033,1366,-2469,280029,85069,344088,102089,-64059,-17020
2014/8/27,自營商,408660,41047,379532,38708,29128,2339,241696,32121,435861,34568,-194165,-2448
2014/8/27,投信,968,461,1340,146,-372,315,5451,6982,2380,1168,3071,5814
2014/8/27,外資及陸資,98736,52092,84121,45181,14615,6911,300898,97717,353566,107870,-52668,-10154
2014/8/28,自營商,222302,24588,214287,22136,8015,2452,268041,32569,454660,32439,-186619,130
2014/8/28,投信,34,57,81,140,-47,-83,5419,6917,2395,1185,3024,5732
2014/8/28,外資及陸資,59227,31915,68155,33752,-8928,-1837,306003,98387,367585,110396,-61582,-12010
2014/8/29,自營商,283015,29418,255779,28689,27236,729,298297,32468,457784,31653,-159487,815
2014/8/29,投信,189,165,316,425,-127,-260,5276,6640,2379,1172,2897,5469
2014/8/29,外資及陸資,55489,40444,64581,39626,-9092,818,299624,100703,370233,111889,-70609,-11186
2014/9/1,自營商,307220,36504,293378,27742,13842,8762,323455,38738,469292,29264,-145837,9474
2014/9/1,投信,203,373,113,110,90,263,5387,6893,2400,1130,2987,5763
2014/9/1,外資及陸資,39733,30775,48578,38222,-8845,-7447,298737,97743,377873,116281,-79136,-18539
2014/9/2,自營商,458382,57205,526131,58349,-67749,-1144,308516,42529,521593,34056,-213077,8473
2014/9/2,投信,436,640,363,653,73,-13,5257,6423,2197,738,3060,5685
2014/9/2,外資及陸資,86767,55111,100931,70535,-14164,-15424,292603,78543,384677,112502,-92074,-33959
2014/9/3,自營商,387611,40596,367312,41654,20299,-1058,280366,38247,446428,30807,-166062,7439
2014/9/3,投信,783,316,986,434,-203,-118,5102,6348,2243,759,2859,5588
2014/9/3,外資及陸資,73968,50340,63173,42327,10795,8013,298163,87179,380121,113209,-81958,-26029
2014/9/4,自營商,282151,36745,298052,38942,-15901,-2197,308425,36755,490318,31583,-181893,5173
2014/9/4,投信,180,307,820,1535,-640,-1228,4451,5090,2232,743,2219,4347
2014/9/4,外資及陸資,61423,43815,65358,46399,-3935,-2584,298866,84666,384042,113284,-85176,-28618
2014/9/5,自營商,312150,41153,328913,39131,-16763,2022,314267,39807,512855,32520,-198588,7287
2014/9/5,投信,128,119,322,486,-194,-367,4334,4754,2309,783,2025,3972
2014/9/5,外資及陸資,73293,50406,78231,53921,-4938,-3515,301936,80666,391893,112805,-89957,-32139
2014/9/9,自營商,322780,38063,311511,38317,11269,-254,332401,40298,519704,33305,-187303,6993
2014/9/9,投信,196,362,559,277,-363,85,3950,4804,2288,739,1662,4065
2014/9/9,外資及陸資,63822,43820,61360,38522,2462,5298,308946,87881,396575,114740,-87629,-26859
2014/9/10,自營商,491830,52419,534680,52091,-42850,328,295610,41401,506937,34072,-211327,7329
2014/9/10,投信,870,354,897,442,-27,-88,3894,4715,2259,772,1635,3943
2014/9/10,外資及陸資,84594,49779,111345,61422,-26751,-11643,308435,81396,425690,119907,-117255,-38510
2014/9/11,自營商,291400,29590,313499,31104,-22099,-1514,298613,43085,531995,37229,-233382,5856
2014/9/11,投信,355,163,318,583,37,-420,3708,4346,2036,840,1672,3506
2014/9/11,外資及陸資,62862,40855,63234,41895,-372,-1040,314177,80162,431268,119628,-117091,-39466
2014/9/12,自營商,477911,55075,506612,56560,-28701,-1485,313521,44401,575300,39917,-261779,4484
2014/9/12,投信,218,377,383,684,-165,-307,3633,4182,2126,1002,1507,3179
2014/9/12,外資及陸資,94441,74951,105923,75113,-11482,-162,318814,89742,446684,129333,-127870,-39592
2014/9/15,自營商,395868,49175,383013,50670,12855,-1495,323911,39297,572785,36250,-248874,3046
2014/9/15,投信,1220,1776,1652,2100,-432,-324,3541,4109,2466,1263,1075,2846
2014/9/15,外資及陸資,131821,152156,132346,144525,-525,7631,332080,105698,460755,137538,-128675,-31840
2014/9/16,自營商,461229,47102,477897,48840,-16668,-1738,332009,39000,599458,37794,-267449,1206
2014/9/16,投信,1437,2185,1474,2279,-37,-94,3581,4117,2543,1385,1038,2732
2014/9/16,外資及陸資,95638,91696,105646,99286,-10008,-7590,323567,88653,461761,127975,-138194,-39321
2014/9/17,自營商,572150,76362,561652,62333,10498,14029,155151,23289,323262,22448,-168111,841
2014/9/17,投信,2080,1869,2602,1520,-522,349,3865,4230,2276,1051,1589,3178
2014/9/17,外資及陸資,103009,78373,100926,78799,2083,-426,196133,60159,264610,87278,-68477,-27119
2014/9/18,自營商,282598,29602,293324,30228,-10726,-626,203868,24425,382459,24153,-178591,272
2014/9/18,投信,111,125,139,247,-28,-122,3851,4130,2290,1072,1561,3057
2014/9/18,外資及陸資,70065,49020,78238,53744,-8173,-4724,200734,58100,277007,89928,-76273,-31827
2014/9/19,自營商,345454,42067,343968,37171,1486,4896,225393,29626,401970,24471,-176577,5155
2014/9/19,投信,278,391,342,395,-64,-4,3887,4188,2390,1129,1497,3060
2014/9/19,外資及陸資,67216,46873,72733,52559,-5517,-5686,202959,54840,284671,92383,-81712,-37543
2014/9/22,自營商,502668,54196,497859,55235,4809,-1039,249628,31759,420944,27549,-171316,4210
2014/9/22,投信,126,204,631,954,-505,-750,3807,3982,2815,1711,992,2271
2014/9/22,外資及陸資,82805,57574,97729,65247,-14924,-7673,206683,51803,302555,96715,-95872,-44912
2014/9/23,自營商,341680,30349,333661,35756,8019,-5407,260706,27383,424032,28533,-163326,-1151
2014/9/23,投信,230,390,212,368,18,22,3808,3978,2798,1687,1010,2291
2014/9/23,外資及陸資,63591,46139,52410,37408,11181,8731,213788,55097,298486,91264,-84698,-36167
2014/9/24,自營商,333616,32578,345018,31642,-11402,936,196846,25503,362008,25610,-165162,-107
2014/9/24,投信,843,245,680,139,163,106,3911,3988,2738,1591,1173,2397
2014/9/24,外資及陸資,59201,46563,64513,51560,-5312,-4997,208342,54313,299368,95623,-91026,-41310
2014/9/25,自營商,472764,59517,505246,59075,-32482,442,232979,27588,431000,27221,-198021,368
2014/9/25,投信,219,213,501,809,-282,-596,4017,3957,3126,2178,891,1779
2014/9/25,外資及陸資,100572,65222,123430,80607,-22858,-15385,204677,45446,317464,101760,-112787,-56313
2014/9/26,自營商,497781,43789,476454,47858,21327,-4069,273099,25925,449340,29578,-176241,-3653
2014/9/26,投信,821,617,337,329,484,288,4247,3984,2872,1928,1375,2057
2014/9/26,外資及陸資,101559,70888,96608,58045,4951,12843,216584,54668,324590,97943,-108006,-43275
2014/9/29,自營商,318604,42205,329908,37663,-11304,4542,290827,29599,478629,28741,-187802,858
2014/9/29,投信,142,167,214,284,-72,-117,4236,3996,2933,2057,1303,1939
2014/9/29,外資及陸資,69289,58709,81099,64413,-11810,-5704,219346,53114,339080,102066,-119734,-48952
2014/9/30,自營商,625878,65157,627308,67919,-1430,-2762,329377,29471,518799,31413,-189422,-1942
2014/9/30,投信,503,774,289,507,214,267,4211,3865,2694,1660,1517,2204
2014/9/30,外資及陸資,122735,74760,140092,81112,-17357,-6352,232833,56292,369603,111577,-136770,-55286
2014/10/1,自營商,499481,49104,490757,45259,8724,3845,267729,27028,427181,25147,-159452,1881
2014/10/1,投信,1061,609,1036,216,25,393,4215,3866,2673,1273,1542,2593
2014/10/1,外資及陸資,85253,60708,83829,56515,1424,4193,233006,58160,368655,109244,-135649,-51084
2014/10/2,自營商,468305,54108,451978,55821,16327,-1713,318298,26779,461478,26601,-143180,178
2014/10/2,投信,190,265,171,224,19,41,4208,3883,2647,1245,1561,2637
2014/10/2,外資及陸資,96141,55600,120625,56682,-24484,-1082,244461,57286,404738,109522,-160277,-52236
2014/10/3,自營商,470287,59909,447203,51040,23084,8869,340511,31944,460668,22823,-120157,9121
2014/10/3,投信,430,625,369,256,61,369,4198,4241,2576,1204,1622,3037
2014/10/3,外資及陸資,86250,56548,83620,54948,2630,1600,251304,56994,409389,108029,-158085,-51035
2014/10/6,自營商,283096,39017,324395,35749,-41299,3268,342340,36962,504283,24548,-161943,12413
2014/10/6,投信,90,140,236,389,-146,-249,4052,3969,2576,1185,1476,2784
2014/10/6,外資及陸資,55224,43693,73185,61042,-17961,-17349,245101,47308,420738,115629,-175637,-68321
2014/10/7,自營商,481069,49845,476349,57025,4720,-7180,350037,31161,506984,25839,-156947,5322
2014/10/7,投信,114,155,1237,655,-1123,-500,3957,3864,3604,1601,353,2264
2014/10/7,外資及陸資,109722,79111,92494,72452,17228,6659,256065,49577,414270,111008,-158205,-61432
2014/10/8,自營商,450537,40884,453016,46200,-2479,-5316,307604,29276,430016,29243,-122412,33
2014/10/8,投信,909,285,1039,486,-130,-201,3933,3839,3710,1798,223,2041
2014/10/8,外資及陸資,78872,64429,69845,55849,9027,8580,255165,53603,411478,106177,-156313,-52574
2014/10/9,自營商,448689,55090,437578,58193,11111,-3103,334689,25483,446966,28541,-112277,-3058
2014/10/9,投信,766,1049,709,901,57,148,3962,3867,3672,1668,290,2200
2014/10/9,外資及陸資,124158,89988,107959,84657,16199,5331,275019,56901,415894,104388,-140875,-47487
2014/10/13,自營商,587109,70091,619410,74054,-32301,-3963,365912,25634,511135,32372,-145223,-6737
2014/10/13,投信,1335,1757,1610,1964,-275,-207,3960,3747,3945,1822,15,1926
2014/10/13,外資及陸資,222640,165854,227172,163070,-4532,2784,295924,72828,441241,117006,-145317,-44177
2014/10/14,自營商,458344,50125,458806,47672,-462,2453,388313,26441,534605,30766,-146292,-4325
2014/10/14,投信,1064,1631,1223,1545,-159,86,4052,3832,4196,1812,-144,2021
2014/10/14,外資及陸資,126107,103903,128786,98844,-2679,5059,304784,77602,453047,116682,-148263,-39080
2014/10/15,自營商,552314,82621,614386,81773,-62072,848,193280,17251,253835,18814,-60555,-1563
2014/10/15,投信,1715,1987,2664,1858,-949,129,3253,3982,2337,1547,916,2436
2014/10/15,外資及陸資,124065,78010,147876,92843,-23811,-14833,196496,42466,298987,84624,-102491,-42157
2014/10/16,自營商,599226,67022,568132,71452,31094,-4430,283550,16582,313347,22742,-29797,-6160
2014/10/16,投信,449,710,281,434,168,276,3451,4325,2367,1621,1084,2704
2014/10/16,外資及陸資,172975,87467,209709,86647,-36734,820,222368,44965,361816,86171,-139448,-41206
2014/10/17,自營商,496805,58041,520185,60118,-23380,-2077,314424,17642,367037,25817,-52613,-8175
2014/10/17,投信,256,350,623,744,-367,-394,3289,4150,2572,1877,717,2273
2014/10/17,外資及陸資,137782,93041,144732,92635,-6950,406,229951,47506,375694,87939,-145743,-40432
2014/10/20,自營商,403279,45616,371629,45171,31650,445,351419,18652,371956,26585,-20537,-7933
2014/10/20,投信,506,825,159,243,347,582,3446,4493,2389,1606,1057,2887
2014/10/20,外資及陸資,106003,65972,86774,54028,19229,11944,245421,52684,372629,81300,-127208,-28616
2014/10/21,自營商,279498,25996,272599,27680,6899,-1684,379153,19871,392726,29400,-13573,-9529
2014/10/21,投信,69,116,237,222,-168,-106,3414,4442,2525,1666,889,2775
2014/10/21,外資及陸資,65826,49851,70180,47398,-4354,2453,246731,53821,378187,79953,-131456,-26132
2014/10/22,自營商,379104,39312,350221,35391,28883,3921,308715,18161,300085,23938,8630,-5777
2014/10/22,投信,402,691,1030,345,-628,346,3436,4537,2325,1382,1111,3155
2014/10/22,外資及陸資,89432,49610,83030,47061,6402,2549,250640,57487,366221,81146,-115581,-23659
2014/10/23,自營商,192320,26453,208183,27403,-15863,-950,340082,18473,346736,25151,-6654,-6678
2014/10/23,投信,181,277,1161,1962,-980,-1685,2389,2708,2258,1246,131,1461
2014/10/23,外資及陸資,54272,40502,54373,40086,-101,416,253760,56027,369326,79324,-115566,-23297
2014/10/24,自營商,400387,47413,422537,46617,-22150,796,356287,18928,385367,24586,-29080,-5658
2014/10/24,投信,469,375,303,279,166,96,2420,2742,2123,1198,297,1544
2014/10/24,外資及陸資,113559,71128,138382,77288,-24823,-6160,258667,57273,398437,86656,-139770,-29383
2014/10/27,自營商,304700,33560,289606,38431,15094,-4871,367601,18156,381150,28613,-13549,-10456
2014/10/27,投信,169,164,341,472,-172,-308,2329,2579,2204,1342,125,1237
2014/10/27,外資及陸資,85027,61344,74415,49678,10612,11666,264347,60151,393660,77939,-129313,-17788
2014/10/28,自營商,431998,50329,413655,46208,18343,4121,380937,20455,376612,27234,4325,-6779
2014/10/28,投信,632,1020,284,459,348,561,2377,2711,1904,889,473,1822
2014/10/28,外資及陸資,117216,67755,96938,60276,20278,7479,285365,66225,395161,76481,-109796,-10256
2014/10/29,自營商,496874,44479,469203,40157,27671,4322,335714,20564,317377,22974,18337,-2410
2014/10/29,投信,429,716,1007,340,-578,376,2611,3127,1916,911,695,2215
2014/10/29,外資及陸資,91326,50339,94813,51642,-3487,-1303,274230,66013,395780,77577,-121550,-11564
2014/10/30,自營商,304241,29998,329660,29242,-25419,756,362507,21022,369050,22390,-6543,-1368
2014/10/30,投信,978,1730,962,1678,16,52,3455,4644,2744,2377,711,2267
2014/10/30,外資及陸資,73793,40836,77902,45556,-4109,-4720,275735,63499,401082,79874,-125347,-16375
2014/10/31,自營商,464115,51616,454370,46554,9745,5062,389307,21966,386040,18354,3267,3612
2014/10/31,投信,225,382,136,202,89,180,3501,4801,2701,2331,800,2470
2014/10/31,外資及陸資,126225,68583,111668,68046,14557,537,286189,62083,397238,77876,-111049,-15794
2014/11/3,自營商,466869,42028,477404,40598,-10535,1430,415828,23513,422059,18631,-6231,4881
2014/11/3,投信,320,465,239,369,81,96,3554,4885,2673,2317,881,2568
2014/11/3,外資及陸資,107700,56102,105667,58457,2033,-2355,297673,60055,406354,78199,-108681,-18145
2014/11/4,自營商,459395,52321,461591,53867,-2196,-1546,438563,22608,447911,19280,-9348,3328
2014/11/4,投信,176,290,237,393,-61,-103,3475,4754,2655,2287,820,2467
2014/11/4,外資及陸資,104809,72964,99769,67215,5040,5749,303355,61108,407376,73497,-104021,-12390
2014/11/5,自營商,423875,42814,465510,46258,-41635,-3444,379333,21225,399896,21327,-20563,-102
2014/11/5,投信,105,176,1164,548,-1059,-372,3277,4439,2716,2345,561,2094
2014/11/5,外資及陸資,86353,52193,86601,54351,-248,-2158,298410,58692,406960,73248,-108550,-14555
2014/11/6,自營商,401926,44643,422073,48212,-20147,-3569,416798,21495,457537,24980,-40739,-3485
2014/11/6,投信,148,221,191,333,-43,-112,3242,4312,2724,2347,518,1965
2014/11/6,外資及陸資,103028,67415,107323,68450,-4295,-1035,305851,56783,418541,72432,-112690,-15649
2014/11/7,自營商,384095,42339,387010,41075,-2915,1264,429288,20721,472591,23008,-43303,-2287
2014/11/7,投信,124,209,201,325,-77,-116,3136,4168,2695,2312,441,1856
2014/11/7,外資及陸資,86700,61189,90481,58530,-3781,2659,306395,58241,422970,71182,-116575,-12940
2014/11/10,自營商,458191,50310,403534,51767,54657,-1457,466184,20820,454759,24691,11425,-3871
2014/11/10,投信,395,663,255,451,140,212,3244,4391,2663,2294,581,2097
2014/11/10,外資及陸資,129416,79528,105367,64576,24049,14952,334839,77549,428106,75269,-93267,2280
2014/11/11,自營商,293551,34025,324951,32245,-31400,1780,470074,24131,489969,26272,-19895,-2141
2014/11/11,投信,239,422,415,380,-176,42,3080,4447,2675,2312,405,2136
2014/11/11,外資及陸資,58996,48643,73788,63777,-14792,-15134,328535,68730,436293,81649,-107758,-12918
2014/11/12,自營商,602715,60743,672898,61068,-70183,-325,410717,23812,453636,25965,-42919,-2152
2014/11/12,投信,149,246,1353,920,-1204,-674,2781,3862,2779,2428,2,1434
2014/11/12,外資及陸資,111849,78558,125332,85405,-13483,-6847,310629,55213,424558,74902,-113929,-19688
2014/11/13,自營商,394803,42860,377655,42944,17148,-84,440405,21026,466298,23297,-25893,-2271
2014/11/13,投信,457,701,311,400,146,301,2800,3911,2652,2168,148,1742
2014/11/13,外資及陸資,75273,61028,66939,48730,8334,12298,321283,62255,427347,69634,-106064,-7379
2014/11/14,自營商,357973,39317,363455,37882,-5482,1435,443849,22567,475075,23295,-31226,-729
2014/11/14,投信,628,567,599,489,29,78,2833,3979,2656,2158,177,1821
2014/11/14,外資及陸資,94073,70129,101129,68316,-7056,1813,320157,59491,433241,65049,-113084,-5557
2014/11/17,自營商,594469,67109,614751,68852,-20282,-1743,455945,24047,507418,26418,-51473,-2371
2014/11/17,投信,996,1716,1009,1744,-13,-28,2780,3859,2616,2082,164,1777
2014/11/17,外資及陸資,164792,137518,153279,132522,11513,4996,330756,71666,432104,72318,-101348,-652
2014/11/18,自營商,574241,57230,575078,63993,-837,-6763,464728,18840,517585,27890,-52857,-9050
2014/11/18,投信,1498,2453,1722,2843,-224,-390,2840,3852,2900,2468,-60,1384
2014/11/18,外資及陸資,126297,111183,135315,115258,-9018,-4075,340675,73076,451054,77812,-110379,-4736
2014/11/19,自營商,606520,77237,540223,73783,66297,3454,197597,12124,215719,18505,-18122,-6381
2014/11/19,投信,1547,2436,2257,1761,-710,675,2684,3831,2526,2108,158,1723
2014/11/19,外資及陸資,130847,87032,108409,68589,22438,18443,253785,65092,284200,54434,-30415,10659
2014/11/20,自營商,328643,39322,327638,38433,1005,889,246711,14935,264167,20477,-17456,-5542
2014/11/20,投信,420,688,239,414,181,274,2871,4200,2538,2188,333,2011
2014/11/20,外資及陸資,95718,67275,86333,57037,9385,10238,269305,76401,291059,55151,-21754,21250
2014/11/21,自營商,248936,28330,254459,25287,-5523,3043,270983,18114,293445,20688,-22462,-2574
2014/11/21,投信,19,26,146,254,-127,-228,2790,4064,2584,2279,206,1785
2014/11/21,外資及陸資,57164,45111,67307,54740,-10143,-9629,268310,69243,299842,57642,-31532,11601
2014/11/24,自營商,261866,29544,269366,25990,-7500,3554,287183,21321,316448,20495,-29265,826
2014/11/24,投信,132,172,200,301,-68,-129,2690,3942,2552,2283,138,1660
2014/11/24,外資及陸資,53989,38573,60223,42741,-6234,-4168,266934,61763,304412,53782,-37478,7981
2014/11/25,自營商,331313,33135,322912,33368,8401,-233,297628,21852,318429,21229,-20801,624
2014/11/25,投信,150,265,285,482,-135,-217,2655,3900,2652,2460,3,1440
2014/11/25,外資及陸資,66975,60034,73719,56861,-6744,3173,268810,65491,312928,54224,-44118,11267
2014/11/26,自營商,325357,26479,316490,26440,8867,39,269900,20875,280326,20137,-10426,738
2014/11/26,投信,113,200,977,310,-864,-110,2699,3991,2760,2658,-61,1333
2014/11/26,外資及陸資,54052,39816,63996,41811,-9944,-1995,264506,62824,315712,53523,-51206,9300
2014/11/27,自營商,397319,38707,366835,40722,30484,-2015,341988,20492,321891,21797,20097,-1305
2014/11/27,投信,199,336,394,403,-195,-67,2774,4135,3030,2860,-256,1274
2014/11/27,外資及陸資,97452,62745,88852,54550,8600,8195,281922,71295,324798,53681,-42876,17613
2014/11/28,自營商,306307,20045,295853,19185,10454,860,390163,21947,359373,22382,30790,-435
2014/11/28,投信,107,187,201,211,-94,-24,2801,4185,3151,2933,-350,1252
2014/11/28,外資及陸資,57184,33068,57765,35806,-581,-2738,293269,68965,336515,54026,-43246,14939
2014/12/1,自營商,632665,62470,658470,62379,-25805,91,416539,23744,411188,23887,5351,-143
2014/12/1,投信,383,536,558,905,-175,-369,2572,3764,3097,2892,-525,872
2014/12/1,外資及陸資,147552,99644,144122,99819,3430,-175,304533,70275,344547,55885,-40014,14391
2014/12/2,自營商,496805,56383,559879,56477,-63074,-94,420072,27635,477996,27870,-57924,-235
2014/12/2,投信,343,204,444,733,-101,-529,2396,3319,3022,2986,-626,333
2014/12/2,外資及陸資,114784,82261,129096,99857,-14312,-17596,302959,56755,356421,60382,-53462,-3627
2014/12/3,自營商,678497,63161,607608,57129,70889,6032,373726,26284,377661,20502,-3935,5782
2014/12/3,投信,664,971,916,198,-252,773,2636,3755,2714,2637,-78,1117
2014/12/3,外資及陸資,134279,90037,107066,74235,27213,15802,309556,74416,342553,62036,-32997,12380
2014/12/4,自營商,388123,35494,388484,34286,-361,1208,430201,28567,434724,21544,-4523,7023
2014/12/4,投信,469,828,223,404,246,424,2925,4287,2757,2744,168,1543
2014/12/4,外資及陸資,70355,48620,75655,58042,-5300,-9422,310316,66757,348479,63758,-38163,2999
2014/12/5,自營商,304511,29479,303831,30903,680,-1424,453855,27591,457518,21998,-3663,5592
2014/12/5,投信,106,174,204,369,-98,-195,2872,4171,2802,2825,70,1346
2014/12/5,外資及陸資,63061,54153,65148,53187,-2087,966,312816,67930,352667,63886,-39851,4045
2014/12/8,自營商,372066,40881,403868,40119,-31802,762,460295,28932,495431,22510,-35136,6422
2014/12/8,投信,93,153,227,396,-134,-243,2731,3913,2795,2813,-64,1099
2014/12/8,外資及陸資,72355,58259,77491,68935,-5136,-10676,312261,61981,357034,68708,-44773,-6727
2014/12/9,自營商,348638,34624,354051,38433,-5413,-3809,460426,26787,501143,24068,-40717,2719
2014/12/9,投信,88,158,421,620,-333,-462,2530,3545,2927,2913,-397,632
2014/12/9,外資及陸資,66807,54838,71764,51809,-4957,3029,314806,63313,364301,67050,-49495,-3737
2014/12/10,自營商,773367,71554,802215,73695,-28848,-2141,386208,27022,452629,26481,-66421,541
2014/12/10,投信,286,473,1210,689,-924,-216,2403,3270,2861,2858,-458,412
2014/12/10,外資及陸資,117818,97389,141415,108090,-23597,-10701,313219,58261,380926,72898,-67707,-14637
2014/12/11,自營商,443172,42945,428169,46234,15003,-3289,419497,23615,471280,26172,-51783,-2557
2014/12/11,投信,249,390,188,322,61,68,2429,3266,2826,2788,-397,478
2014/12/11,外資及陸資,78640,64681,78907,56675,-267,8006,317143,62109,385444,68983,-68301,-6874
2014/12/12,自營商,378502,40814,391546,37673,-13044,3141,433323,27548,498325,26887,-65002,661
2014/12/12,投信,254,441,245,405,9,36,2454,3319,2842,2805,-388,514
2014/12/12,外資及陸資,99076,66906,103777,67485,-4701,-579,322442,61752,395632,69694,-73190,-7942
2014/12/15,自營商,483018,57108,504035,58614,-21017,-1506,434173,25737,520568,26571,-86395,-834
2014/12/15,投信,1270,1743,1500,2145,-230,-402,2457,3336,3075,3224,-618,112
2014/12/15,外資及陸資,132383,106592,123869,100510,8514,6082,334255,72797,399419,75016,-65164,-2219
2014/12/16,自營商,571654,56406,576603,60150,-4949,-3744,453700,23002,544706,27434,-91006,-4432
2014/12/16,投信,1578,2392,1568,2228,10,164,2534,3449,3142,3177,-608,272
2014/12/16,外資及陸資,130159,112752,146685,122936,-16526,-10184,342245,79663,423887,92513,-81642,-12851
2014/12/17,自營商,733011,88600,796720,81648,-63709,6952,156140,13174,207511,18871,-51371,-5696
2014/12/17,投信,1444,2112,2516,2150,-1072,-38,2397,3108,3067,3114,-670,-6
2014/12/17,外資及陸資,122551,77023,141590,90546,-19039,-13523,151021,53088,212087,72395,-61066,-19308
2014/12/18,自營商,350921,34098,353128,33045,-2207,1053,199114,13549,252994,18048,-53880,-4498
2014/12/18,投信,300,440,183,283,117,157,2448,3185,3001,3033,-553,152
2014/12/18,外資及陸資,81452,45366,76342,42556,5110,2810,159980,51969,215957,68527,-55977,-16558
2014/12/19,自營商,499266,53223,471630,54285,27636,-1062,240698,13261,266378,19039,-25680,-5778
2014/12/19,投信,461,779,131,130,330,649,2716,3719,2939,2915,-223,804
2014/12/19,外資及陸資,106043,81723,90082,57943,15961,23780,181007,70139,222087,62423,-41080,7716
2014/12/22,自營商,354835,38156,342045,34799,12790,3357,268928,17051,281602,19627,-12674,-2576
2014/12/22,投信,464,750,21,19,443,731,3064,4312,2844,2768,220,1544
2014/12/22,外資及陸資,62021,46048,54854,36971,7167,9077,187656,77010,221756,59970,-34100,17040
2014/12/23,自營商,289997,25128,291190,26825,-1193,-1697,279459,17249,292455,21637,-12996,-4388
2014/12/23,投信,238,242,146,242,92,0,3153,4302,2841,2757,312,1545
2014/12/23,外資及陸資,39532,30215,43901,31937,-4369,-1722,186591,73034,224948,57406,-38357,15628
2014/12/24,自營商,451605,37697,435474,36024,16131,1673,227072,18957,234284,21723,-7212,-2765
2014/12/24,投信,524,429,1154,299,-630,130,3200,4577,2823,2889,377,1688
2014/12/24,外資及陸資,64239,40129,65047,38183,-808,1946,186908,75261,225397,57512,-38489,17749
2014/12/25,自營商,176830,15236,192607,15037,-15777,199,255999,19683,278970,22248,-22971,-2566
2014/12/25,投信,131,239,120,197,11,42,3222,4631,2834,2900,388,1731
2014/12/25,外資及陸資,19082,12257,19427,11514,-345,743,189420,74561,228341,56051,-38921,18510
2014/12/26,自營商,262206,25806,261394,24694,812,1112,291736,21914,313949,23431,-22213,-1517
2014/12/26,投信,147,175,114,185,33,-10,3239,4624,2818,2895,421,1730
2014/12/26,外資及陸資,42123,26890,40745,27359,1378,-469,194402,75134,232050,56943,-37648,18191
2014/12/27,自營商,147353,13814,152514,11583,-5161,2231,296622,23495,323990,22823,-27368,672
2014/12/27,投信,19,34,87,125,-68,-91,3174,4550,2821,2908,353,1642
2014/12/27,外資及陸資,803,479,1140,1291,-337,-812,194457,75128,232595,57661,-38138,17466
2014/12/29,自營商,361897,37184,334324,40551,27573,-3367,327979,25169,327843,27879,136,-2710
2014/12/29,投信,255,324,215,393,40,-69,3196,4480,2803,2897,393,1583
2014/12/29,外資及陸資,74629,54898,67800,45565,6829,9333,206627,83711,238278,56704,-31651,27007
2014/12/30,自營商,348003,35927,355720,35775,-7717,152,337642,25052,345238,27644,-7596,-2592
2014/12/30,投信,127,160,363,653,-236,-493,2956,3968,2799,2881,157,1086
2014/12/30,外資及陸資,52835,36858,60877,43889,-8042,-7031,207967,76540,247243,56651,-39276,19889
2014/12/31,自營商,384980,33417,386112,38849,-1132,-5432,290666,21204,275653,29265,15013,-8061
2014/12/31,投信,72,128,977,328,-905,-200,2843,3822,2829,2936,14,887
2014/12/31,外資及陸資,45003,23987,37750,21994,7253,1993,207425,77094,243235,55225,-35810,21870
2015/1/5,自營商,496750,51571,520537,49659,-23787,1912,323432,23416,332290,29595,-8858,-6179
2015/1/5,投信,262,456,328,527,-66,-71,2818,3812,2870,2999,-52,813
2015/1/5,外資及陸資,90074,67649,99724,67958,-9650,-309,208534,75734,253769,54323,-45235,21412
2015/1/6,自營商,679198,63247,742355,65634,-63157,-2387,311823,18459,384294,26734,-72471,-8275
2015/1/6,投信,270,352,457,767,-187,-415,2687,3395,2926,3015,-239,380
2015/1/6,外資及陸資,109035,67222,128676,81936,-19641,-14714,205739,63774,270139,57855,-64400,5919
